url-id|url|fetchStart|connectStart|responseStart|SpeedIndex|VC85|fcp|lcp-load|lcp-render|lcp-element
103|http://gepia2021.cancer-pku.cn|11|498|945|1448|1867|1074|2035|2042|""http://gepia2021.cancer-pku.cn/GEPIA2021.png""
104|http://gidonline.ru|11|1385|1986|3615|3967|2604|0|2605|""<h1 class="js-defaultHeader banner__header hide"></h1>""
105|http://gimnazija-druga-vz.skole.hr|11|370|1402|5291|5700|4957|6555|6559|""http://gimnazija-druga-vz.skole.hr/upload/gimnazija-druga-vz/images/headers/Image/okrugli_3.jpg""
107|http://globolandia.com.ar|14|628|1439|2489|2800|2034|3165|3168|""http://globolandia.com.ar/frontend/images/bg-slider-01.jpg""
108,http://glpi.subredsur.gov.co,,,,,,,,,
109|http://gnezdyshko.org|10|476|1436|3864|4634|2734|4779|4786|""http://gnezdyshko.org/wp-content/uploads/2023/06/%D1%81%D0%B0%D0%B9%D1%82.png""
110|http://greenwichshoppingpark.co.uk|9|821|1445|3504|3700|2460|3485|3494|""http://greenwichshoppingpark.co.uk/files/3313/9144/0337/about-us-on.jpg""
111|http://grenouillesbis.canalblog.com|12|215|740|3164|3267|2304|2898|2898|""https://p4.storage.canalblog.com/48/70/775109/119346475.jpg""
112|http://gts.realwork.jp|9|371|780|2045|2334|1945|2423|2430|""http://gts.realwork.jp/images/mainImg2.png""
113|http://hamestory.blog.2nt.com|11|60|314|1313|1634|702|981|981|""https://blog-imgs-62-origin.fc2.com/m/a/r/marintia/ab.gif""
114|http://hattori-y.co.jp|10|1095|2360|6068|6067|4622|5097|6068|""http://hattori-y.co.jp/files/libs/276/back.jpg?1543457053""
115|http://hayama-group.jp|10|426|851|2122|2100|2077|2474|2478|""http://hayama-group.jp/share/img/topimgbg.gif""
116|http://henhouse1970.blog74.fc2.com|9|135|242|648|634|494|583|583|""https://blog-imgs-168-origin.fc2.com/h/e/n/henhouse1970/GarminConnect_20231215-191525.jpg""
117|http://herdefluesterer.com|10|114|2033|5951|8200|3372|8807|8823|""http://herdefluesterer.com/wp-content/uploads/2016/06/IMG_0671-Kopie.jpg""
118|http://hethongpkdkainghia.vn|11|549|934|0|0|
119|http://hkrpinnovations.com|12|96|3077|4390|4967|3587|5531|5540|""http://hkrpinnovations.com/images/finalbackground-3.png""
120|http://hokusetsu2025.com|11|305|1700|3041|3400|2633|3399|3399|""http://wing-wp.com/sample-7/wp-content/uploads/2018/08/yellow_dot.jpg""
121|http://hookah-maker.asia|10|255|894|4658|10900|1594|2769|2779|""http://hookah-maker.asia/images/banner01.jpg""
122|http://hoteldiamantina.com.br|10|815|1652|3268|3334|2364|3360|3365|""http://hoteldiamantina.com.br/wp-content/themes/hoteldiamantina/assets/img/default-cover.jpg""
123|http://hsg-freiburg.de|11|618|1969|4512|5134|2988|5329|5329|""http://sub.hsg-freiburg.de/wordpress/wp-content/uploads/2019/06/webseite_banner_neu.jpg""
124|http://imanabadkarokela.com|11|423|1110|1627|2334|1722|2631|2638|""http://imanabadkarokela.com/intro.jpg""
125|http://industria.mendoza.gov.ar|0|30|615|3510|3467|1527|2191|2194|""http://industria.mendoza.gov.ar/images/form-bg.png""
126|http://informativo-vmx.com.mx|9|71|413|1759|1667|1003|1994|2003|""http://informativo-vmx.com.mx/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-12-at-10.55.04-PM.jpeg""
127,http://instagram.sellu.ir,,,,,,,,,
128|http://interlab-poznan.zelnet.pl|10|689|1203|4572|4600|4378|4584|4595|""http://interlab-poznan.zelnet.pl/Portals/interlab/Skins/interlab/assets/img/ts1.jpg""
129|http://ishombinali.blogspot.com|10|42|273|797|1000|573|1009|1025|""http://2.bp.blogspot.com/-zmufkamm4EU/VLm90Euq-3I/AAAAAAAAACI/KjsPX8adTyk/s1600/moh%2Bishomuddin%2B%25282%2529.jpg""
130|http://izhora-dvk.ru|0|0|192|5261|6700|226|0|228|""<div class="formTitle" id="text1"></div>""
131|http://j5fmadeif3.lalsl.com|1|7|505|5100|5100|2401|0|2415|""<div class="flex h-screen w-full text-sm justify-center items-center"></div>""
133|http://ja.kushiro-lakeakan.com|10|215|1229|5833|5834|2178|4140|4145|""http://ja.kushiro-lakeakan.com/kushiroakanwp/wp-content/themes/visitkushiro/imgs/index/bnr/banner_sl-kanko2023.jpg""
132|http://jaffnaushotel.com|10|277|953|4646|4734|1543|4722|4727|""http://jaffnaushotel.com/assets/images/us-hotel.jpg""
