url-id|url|fetchStart|connectStart|responseStart|SpeedIndex|VC85|fcp|lcp-load|lcp-render|lcp-element
72|http://delkipodelki.ru|3|563|1683|1738|1738|1719|1693|1719|""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAxsAAABdCAYAAADNN3slAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbW""
73|http://dem.dsinnovators.com|1371|1371|1680|10910|11145|9102|12335|12340|""http://dem.dsinnovators.com/assets/images/dsi-logo.png""
74|http://descy.50megs.com|209|209|257|459|468|418|441|485|""http://descy.50megs.com/fs_img/builder/family_tree/heading.jpg""
75|http://desyatka.org|2|256|972|1559|1633|1436|1589|1619|""https://desyatka.org/manimg/sirius/login-bg.gif""
76|http://dictionary.pirao.ru|2|342|1169|1795|2033|1220|1981|2003|""https://dictionary.pirao.ru/index.files/image002.jpg""
77|http://dinvzendegi.blogfa.com|385|385|567|908|733|722|2832|2832|""http://www.blogfa.com/b/19E41FAE23CE.gif""
78|http://dominicanmusicusa.com|275|275|411|6245|6366|5701|0|5701|""<div class="dmusic"></div>""
79|http://doncweb.blogspot.com|2|93|443|1202|1471|901|0|1434|""<div class="summary entry-summary" itemprop="description"></div>""
80|http://download2.ebz.epson.net|3|127|198|266|266|233|0|233|""<body></body>""
81|http://ds0003.kokshetau.aqmoedu.kz|3|728|1851|4945|5266|4254|4714|4820|""https://ds0003.kokshetau.aqmoedu.kz/public/bg/body_725.jpg""
82|http://ehvfc.org|329|329|539|1480|2000|1035|1339|1385|""http://ehvfc.org/resources/images/banner/1.jpg""
83|http://elearningv1.usk.ac.id|3004|3004|3253|3900|3900|3887|0|3887|""<td valign="top" width="100%" class="category name"></td>""
84|http://enpuz.com|968|968|1171|2037|2166|1736|0|1736|""<p class="mt-5 fs-5"></p>""
85|http://eradia.net|2|756|1661|2245|2333|1897|0|1897|""<div id="news"></div>""
86|http://esakatwinreverb.com|2|246|859|1033|1033|1020|983|1020|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
87|http://esfadnews.blogfa.com|304|304|513|1413|700|686|2758|2758|""http://www.blogfa.com/b/18BD3E1024B4.gif""
88|http://exatourbaikal.com|1060|1060|1568|3787|3500|2652|3459|3469|""http://exatourbaikal.com/wp-content/themes/baikal/img/top-img3.jpg""
89|http://fauzanmrzz.blogspot.com|2|109|402|810|800|785|0|785|""<div id="summary4988984998562140598" itemprop="articleBody"></div>""
90|http://figofago.konin.pl|3004|3004|3488|5638|6000|3955|4726|4788|""http://figofago.konin.pl/wp-content/uploads/2024/01/mt-sample-background.jpg""
91|http://finance.hcu.ac.th|1609|1609|2729|6317|5973|4304|5919|5937|""http://finance.hcu.ac.th/wp-content/uploads/2020/10/cropped-line@%E0%B8%81%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%87new.png""
92|http://fischraeucherei-brauer.de|1261|1261|1480|2498|3166|2137|2090|2137|""http://fischraeucherei-brauer.de/wp-content/uploads/2018/04/Firma-Brauers-Fischraeucherei.jpg""
93|http://fitapetit.cz|3|429|1040|1371|1366|1352|1352|1352|""https://assets.plesk.com/static/default-website-content/public/img/robot-e712cf.svg""
94|http://flancourt-crescy-en-roumois.fr|3|321|2164|7077|8200|5401|7460|8168|""https://flancourt-crescy-en-roumois.fr/wp-content/uploads/2018/01/colombier_gallery.jpg""
95|http://flvcode.com|2|44|150|200|200|185|0|185|""<p></p>""
96|http://fort.apiculture.free.fr|3158|3158|3544|4503|4705|4103|4354|4369|""http://fort.apiculture.free.fr/picts/fort-cvis1.jpg""
97|http://forum.serithai.net|3|15|2307|5413|5840|5103|5368|5368|""https://static.serithai.net/webboard/public/style_images/master/logo_serithai_classic.png""
98|http://frac.my|2|20|463|1595|1533|1134|0|1134|""<h2 class="mbr-fonts-style display-1"></h2>""
99|http://freemindscafe.com|367|367|1022|5850|6084|1055|1036|1055|""data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodH""
100|http://ftp.ines.ro|2072|2072|2375|2490|2600|2421|0|2421|""<address></address>""
101|http://furgos.com|3004|3004|5218|7400|8033|6799|7291|8466|""http://furgos.com/wp-content/uploads/Mudanza.jpg""
106|http://g-keifu.com|2|260|876|1133|1133|1121|1075|1121|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
102|http://gallery.homoemo.com|2|76|335|400|400|370|0|370|""<body></body>""
103|http://gepia2021.cancer-pku.cn|1017|1017|1216|2596|3100|1887|3059|3070|""http://gepia2021.cancer-pku.cn/GEPIA2021.png""
104|http://gidonline.ru|1903|1903|2108|3823|4133|3220|0|3220|""<h1 class="js-defaultHeader banner__header hide"></h1>""
105|http://gimnazija-druga-vz.skole.hr|2|452|1885|0|0|
107|http://globolandia.com.ar|2|702|1878|4268|4972|3037|3570|4937|""https://globolandia.com.ar/frontend/images/bg-slider-01.jpg""
108,http://glpi.subredsur.gov.co,,,,,,,,,
109|http://gnezdyshko.org|1176|1176|1895|3888|4266|3271|4231|4254|""http://gnezdyshko.org/wp-content/uploads/2023/06/%D1%81%D0%B0%D0%B9%D1%82.png""
110,http://greenwichshoppingpark.co.uk,,,,,,,,,
111|http://grenouillesbis.canalblog.com|861|861|1070|4055|4572|2578|3441|3441|""http://storage.canalblog.com/22/58/846735/101840012.jpg""
112|http://gts.realwork.jp|3003|3003|3246|4567|4566|4553|4447|4553|""http://gts.realwork.jp/images/mainImg2.png""
113|http://hamestory.blog.2nt.com|76|76|123|922|1166|447|0|447|""<div class="free"></div>""
114|http://hattori-y.co.jp|2049|2049|2874|6640|7053|5253|5461|5487|""http://hattori-y.co.jp/files/libs/222/header_bg.jpg?1543390655""
115|http://hayama-group.jp|2|305|902|1168|1168|1170|1116|1170|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
116|http://henhouse1970.blog74.fc2.com|196|196|260|595|666|436|0|536|""<div style="font-size: 13px; color: black; line-height: 23px"></div>""
117|http://herdefluesterer.com|235|235|1973|3659|3800|3485|3727|3768|""http://herdefluesterer.com/wp-content/uploads/2016/06/IMG_0671-Kopie.jpg""
118|http://hethongpkdkainghia.vn|780|780|981|0|0|
119|http://hkrpinnovations.com|200|200|576|1061|1066|922|1006|1039|""http://hkrpinnovations.com/images/finalbackground-3.png""
120|http://hokusetsu2025.com|1121|1121|2145|3829|4238|3370|4141|4141|""http://wing-wp.com/sample-7/wp-content/uploads/2018/08/yellow_dot.jpg""
121|http://hookah-maker.asia|1135|1135|1439|2828|3133|2250|3073|3100|""http://hookah-maker.asia/images/banner01.jpg""
122|http://hoteldiamantina.com.br|1492|1784|2707|2766|2766|2753|0|2753|""<h1></h1>""
123|http://hsg-freiburg.de|1732|1732|2749|5422|5533|3502|5473|5473|""http://sub.hsg-freiburg.de/wordpress/wp-content/uploads/2019/06/webseite_banner_neu.jpg""
124|http://imanabadkarokela.com|3|416|1249|2094|2503|1885|2466|2485|""https://imanabadkarokela.com/intro.jpg""
125|http://industria.mendoza.gov.ar|2|3|612|3223|3276|1408|2047|2074|""http://industria.mendoza.gov.ar/images/form-bg.png""
126|http://informativo-vmx.com.mx|2|24|254|333|333|320|0|320|""<h1></h1>""
127|http://instagram.sellu.ir|3004|3006|3541|3606|3604|3586|0|3586|""<div class="content"></div>""
128|http://interlab-poznan.zelnet.pl|1567|1567|1871|4095|4166|3586|4131|4153|""http://interlab-poznan.zelnet.pl/Portals/interlab/Skins/interlab/assets/img/ts1.jpg""
129|http://ishombinali.blogspot.com|2|123|318|538|534|503|484|519|""https://2.bp.blogspot.com/-zmufkamm4EU/VLm90Euq-3I/AAAAAAAAACI/KjsPX8adTyk/s1600/moh%2Bishomuddin%2B%25282%2529.jpg""
130|http://izhora-dvk.ru|1|10|363|12369|13609|506|0|506|""<h1></h1>""
131|http://j5fmadeif3.lalsl.com|3004|3004|3252|0|0|
133|http://ja.kushiro-lakeakan.com|3|268|1505|10885|17466|5337|5211|5337|""https://ja.kushiro-lakeakan.com/kushiroakanwp/wp-content/themes/visitkushiro/imgs/common/logo.png""
132|http://jaffnaushotel.com|478|478|1214|5967|6066|3402|6002|6019|""http://jaffnaushotel.com/assets/images/us-hotel.jpg""
134|http://javahery.blogfa.com|310|310|410|612|566|551|0|551|""<p dir="RTL" style="text-align:justify"></p>""
135|http://jha.ppj.unp.ac.id|1990|1990|2657|3705|4391|3152|4309|4336|""http://jha.ppj.unp.ac.id/public/journals/1/pageHeaderLogoImage_en_US.png""
136|http://jikei1-y.sakura-g.ac.jp|2|377|994|1266|1266|1253|1208|1253|""data:image/png;base64,%0AiVBORw0KGgoAAAANSUhEUgAAAlgAAABsCAIAAAA5cFsZAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSB""
137|http://jinnouchitaizo.com|1103|1103|1313|2073|2169|1537|2124|2137|""http://jinnouchitaizo.com/img/topph03.jpg""
138|http://jkfnagano01.web.fc2.com|182|182|214|810|466|304|399|438|""http://jkfnagano01.web.fc2.com/BIGHAT_front_obi2.jpg""
139|http://jo.china-embassy.gov.cn|3|295|1303|3851|6433|2304|6636|6671|""https://jo.china-embassy.gov.cn/images/Top.jpg""
140|http://journal.healthpolicy.cn|2|2|305|4277|4605|1309|2054|2075|""http://journal.healthpolicy.cn/ch/ext_images/bannter1.jpg""
141|http://journal.sinov.id|2|608|1676|2883|3366|2585|3299|3419|""https://journal.sinov.id/public/site/pageHeaderTitleImage_en_US.png""
142|http://jpt.isca.ac.ir|2|1302|2576|5192|5798|4572|5323|5339|""https://jpt.isca.ac.ir/data/jpt/coversheet/head_fa.jpg""
143|http://kakuretenai.blog103.fc2.com|186|186|251|5757|5739|469|5679|5679|""https://blog-imgs-101.fc2.com/k/a/k/kakuretenai/unini3a.jpg""
144|http://kansou.io|2|276|1106|1666|1633|1619|0|1969|""<h1></h1>""
145|http://kapunaidusurnames.blogspot.com|2|77|176|447|500|336|392|420|""https://1.bp.blogspot.com/-mvwm1JTjInA/XDrStqzaX4I/AAAAAAAAABs/UC6e6yVUVGwMhtBAY21JWipX1MukSM9rQCK4BGAYYCw/s1600/kapu.png""
146|http://kasadera.jp|2|196|810|866|866|855|0|855|""<p></p>""
147|http://kayama-clinic.com|948|948|1465|5575|7733|1935|1987|2235|""http://kayama-clinic.com/wp-content/uploads/2019/04/3.jpg""
148|http://keks212.ru|1066|1066|1570|3422|3571|2469|2707|2735|""http://keks212.ru/wp-content/themes/keks_design/images/header_logo.png""
149|http://khaneh-mehr.blogfa.com|314|314|416|1187|2466|586|2653|2653|""http://s6.picofile.com/file/8184847592/%D8%B8%D8%B1%D9%81_%D8%B4%DB%8C%D8%B1%DB%8C%D9%86%DB%8C_%D8%B9%DB%8C%D8%AF_94.jpg""
